Unnamed: 0,Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source
26,Samsung Galaxy S10 Plus / Galaxy S10 / Galaxy S10e Case Ringke [FUSION-X] Cover,10.99,40.00 ,https://www.ebay.com/itm/Samsung-Galaxy-S10-Plus-Galaxy-S10-Galaxy-S10e-Case-Ringke-FUSION-X-Cover/254124614534,https://i.ebayimg.com/images/g/pQ8AAOSwQ4Rdlflo/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
27,Toshiba Canvio Ready 2TB Portable External USB 3.0 Hard Drive - Black,66.99,79.99 ,https://www.ebay.com/itm/Toshiba-Canvio-Ready-2TB-Portable-External-USB-3-0-Hard-Drive-Black/193146290178,https://i.ebayimg.com/images/g/lykAAOSwCXBdm3w~/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
28,Pioneer 6x Slim Portable USB 3.0 BD/DVD/CD Burner BDR-XD07S,94.99,139.99 ,https://www.ebay.com/itm/Pioneer-6x-Slim-Portable-USB-3-0-BD-DVD-CD-Burner-BDR-XD07S/184043497049,https://i.ebayimg.com/images/g/MF8AAOSwl2dd1M1k/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
29,WD Blue 500 GB M.2 2280 3D NAND SATA III Internal SSD WDS500G2B0B,59.99,79.99 ,https://www.ebay.com/itm/WD-Blue-500-GB-M-2-2280-3D-NAND-SATA-III-Internal-SSD-WDS500G2B0B/183837547858,https://i.ebayimg.com/images/g/aVEAAOSwT8Fc-Fbj/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
30,"Sony ZX220BT Wireless On-Ear Bluetooth Headphones w/ Built-In Microphone, Black",34.99,95.00 ,https://www.ebay.com/itm/Sony-ZX220BT-Wireless-On-Ear-Bluetooth-Headphones-w-Built-In-Microphone-Black/233572680925,https://i.ebayimg.com/images/g/AaoAAOSwV7Zep7Us/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
31,TREBLAB FX100 Rugged Outdoor Speaker Wireless Portable with Built-in Power Bank,52.48,89.97 ,https://www.ebay.com/itm/TREBLAB-FX100-Rugged-Outdoor-Speaker-Wireless-Portable-with-Built-in-Power-Bank/273525334567,https://i.ebayimg.com/images/g/G7cAAOSwsaZf2mq5/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
32,1MORE Triple Driver In-Ear Earphones Hi-Res Headset with High Resolution - E1001,62.00,69.00 ,https://www.ebay.com/itm/1MORE-Triple-Driver-In-Ear-Earphones-Hi-Res-Headset-with-High-Resolution-E1001/333625990122,https://i.ebayimg.com/images/g/jRoAAOSwLKxfmrP~/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
33,4 Canon KP-108IN 4x6 Color Ink / Paper Set for SELPHY CP1200 CP1300 Printer,117.99,239.99 ,https://www.ebay.com/itm/4-Canon-KP-108IN-4x6-Color-Ink-Paper-Set-for-SELPHY-CP1200-CP1300-Printer/191828218871,https://i.ebayimg.com/images/g/o2kAAOSweW5U~yOQ/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
34,HP DeskJet 2752 Wireless All-in-One Color Inkjet Printer,34.99,0,https://www.ebay.com/itm/HP-DeskJet-2752-Wireless-All-in-One-Color-Inkjet-Printer/393043709708,https://i.ebayimg.com/images/g/ZT0AAOSw5aVfyqoD/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
35,HP ENVY 6052 All-in-One Printer - New - Open OEM Box,44.99,0,https://www.ebay.com/itm/HP-ENVY-6052-All-in-One-Printer-New-Open-OEM-Box/393047457049,https://i.ebayimg.com/images/g/~akAAOSw-IRfzpd8/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
36,4'' HD 1080P 3 Lens Car DVR Dash Cam Vehicle Video Recorder Rearview Camera 170°,35.99,52.99 ,https://www.ebay.com/itm/4-HD-1080P-3-Lens-Car-DVR-Dash-Cam-Vehicle-Video-Recorder-Rearview-Camera-170/184366213035,https://i.ebayimg.com/images/g/~6gAAOSwehpfEF~z/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
37,"1080P Car Dashcam HD 3PM Video Cam Recorder with Night Vision 2.4"" LCD Screen",14.99,21.99 ,https://www.ebay.com/itm/1080P-Car-Dashcam-HD-3PM-Video-Cam-Recorder-with-Night-Vision-2-4-LCD-Screen/183964226064,https://i.ebayimg.com/images/g/nxUAAOSwnRZdhT9Z/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
38,Garmin DriveSmart 65 GPS Premium Navigator with Amazon Alexa,128.99,269.99 ,https://www.ebay.com/itm/Garmin-DriveSmart-65-GPS-Premium-Navigator-with-Amazon-Alexa/324252691185,https://i.ebayimg.com/images/g/uLsAAOSwCntfLFAp/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
39,Canon EF 70-200mm f/2.8L IS III USM Lens,"1,699.95","2,099.00 ",https://www.ebay.com/itm/Canon-EF-70-200mm-f-2-8L-IS-III-USM-Lens/223337672298,https://i.ebayimg.com/images/g/KeMAAOSwVAtcRk3y/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
40,Sony Sonnar T* FE 55mm f/1.8 ZA Carl Zeiss Lens SEL55F18Z - BRAND NEW,709.95,998.00 ,https://www.ebay.com/itm/Sony-Sonnar-T-FE-55mm-f-1-8-ZA-Carl-Zeiss-Lens-SEL55F18Z-BRAND-NEW/223289610156,https://i.ebayimg.com/images/g/424AAOSw1vxc0I~w/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
41,Sony FE 85mm f/1.4 GM Lens SEL85F14GM,"1,599.95","1,798.00 ",https://www.ebay.com/itm/Sony-FE-85mm-f-1-4-GM-Lens-SEL85F14GM/333224633907,https://i.ebayimg.com/images/g/Xf4AAOSw8YdeTC3y/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
42,"Sony ZX220BT Wireless On-Ear Bluetooth Headphones w/ Built-In Microphone, Black",34.99,95.00 ,https://www.ebay.com/itm/Sony-ZX220BT-Wireless-On-Ear-Bluetooth-Headphones-w-Built-In-Microphone-Black/233572680925,https://i.ebayimg.com/images/g/AaoAAOSwV7Zep7Us/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
43,TREBLAB FX100 Rugged Outdoor Speaker Wireless Portable with Built-in Power Bank,52.48,89.97 ,https://www.ebay.com/itm/TREBLAB-FX100-Rugged-Outdoor-Speaker-Wireless-Portable-with-Built-in-Power-Bank/273525334567,https://i.ebayimg.com/images/g/G7cAAOSwsaZf2mq5/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
44,5MP PoE IP Security Camera Outdoor Waterproof SD Card Slot Motion Detect RLC-410,34.99,49.99 ,https://www.ebay.com/itm/5MP-PoE-IP-Security-Camera-Outdoor-Waterproof-SD-Card-Slot-Motion-Detect-RLC-410/132706335563,https://i.ebayimg.com/images/g/pI0AAOSwphhfjTGW/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
45,Non-Slip Marble Design Mousepad Mouse Pad Desk Mat For Laptop Gaming Computer PC,4.95,6.99 ,https://www.ebay.com/itm/Non-Slip-Marble-Design-Mousepad-Mouse-Pad-Desk-Mat-For-Laptop-Gaming-Computer-PC/392109118332,https://i.ebayimg.com/images/g/3SEAAOSwOttc1SHY/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
46,Razer Ripsaw HD Game Capture Card 4K 1080P FHD (RZ20-02850100) Refurbished,119.99,159.99 ,https://www.ebay.com/itm/Razer-Ripsaw-HD-Game-Capture-Card-4K-1080P-FHD-RZ20-02850100-Refurbished/143843115243,https://i.ebayimg.com/images/g/6CUAAOSwCyZfpd6g/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
47,Razer Opus Active Noise Cancelling ANC Wireless Headphones Certified Refurbished,159.99,0,https://www.ebay.com/itm/Razer-Opus-Active-Noise-Cancelling-ANC-Wireless-Headphones-Certified-Refurbished/143856833528,https://i.ebayimg.com/images/g/PCEAAOSwS1pfuV55/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
48,TREBLAB X5 Sports Bluetooth Earbuds True Wireless Stereo Headphones for Running,69.97,0,https://www.ebay.com/itm/TREBLAB-X5-Sports-Bluetooth-Earbuds-True-Wireless-Stereo-Headphones-for-Running/273261655701,https://i.ebayimg.com/images/g/TqgAAOSwCtxfPbCI/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
49,For Apple iPhone XS Max/XR/XS/X/8/7 6s Plus Tough Shockproof Armor Hybrid Case,6.49,49.99 ,https://www.ebay.com/itm/For-Apple-iPhone-XS-Max-XR-XS-X-8-7-6s-Plus-Tough-Shockproof-Armor-Hybrid-Case/400918113149,https://i.ebayimg.com/images/g/LjQAAOSwDFBaFj5P/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
50,Samsung Galaxy S8 SM-G950U 64GB Factory Unlocked Android Smartphone,179.99,720.00 ,https://www.ebay.com/itm/Samsung-Galaxy-S8-SM-G950U-64GB-Factory-Unlocked-Android-Smartphone/253756799831,https://i.ebayimg.com/images/g/I4UAAOSw~9hdi8fj/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
51,Intel Core i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 300,414.99,499.00 ,https://www.ebay.com/itm/Intel-Core-i9-9900K-Desktop-Processor-8-Cores-up-to-5-0GHz-Unlocked-LGA1151-300/303659514644,https://i.ebayimg.com/images/g/gy0AAOSwTB1fPXj1/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
52,Non-Slip Marble Design Mousepad Mouse Pad Desk Mat For Laptop Gaming Computer PC,4.95,6.99 ,https://www.ebay.com/itm/Non-Slip-Marble-Design-Mousepad-Mouse-Pad-Desk-Mat-For-Laptop-Gaming-Computer-PC/392109118332,https://i.ebayimg.com/images/g/3SEAAOSwOttc1SHY/s-l300.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
53,Razer Kraken X Lite Ultra Light RZ04-02890100 Certified Refurbished,49.99,0,https://www.ebay.com/itm/Razer-Kraken-X-Lite-Ultra-Light-RZ04-02890100-Certified-Refurbished/143842838588,https://i.ebayimg.com/images/g/vn0AAOSwwpZfCSKc/s-l225.jpg,ebay,2021-01-03T22:49:59,https://www.ebay.com/deals/tech
0,Bed Bath And Beyond  ZeroWater® 10-Cup Ready Pour™ Pitcher with Free Tds Meter,18.20,,http://www.dpbolvw.net/click-749547-13347068?url=https://www.bedbathandbeyond.ca/store/product/zerowater-reg-10-cup-ready-pour-trade-pitcher-with-free-water-quality-in-blue/5514138?skuId=69594027&mcid=PS_googlepla_nonbrand__&product_id=69594027&enginename=google&adpos=&creative=340470882360&device=m&matchtype=&network=g&utm_campaignid=71700000049805485&utm_adgroupid=58700004897637044&targetid=92700042348343448&gclid=EAIaIQobChMI98zMl52A7gIVF47ICh3niAwBEAQYASABEgLmhvD_BwE&gclsrc=aw.ds&sid=rfdcb,,Bed Bath And Beyond,2021-01-03T22:50:01,https://forums.redflagdeals.com/bed-bath-and-beyond-zerowater-10-cup-ready-pour-i-pitcher-free-tds-meter-2435251/
1,Lowe's  Hillman Ft Drywall Sc #6X1-in (5LB) $8.14 (Reg. $27.99),8.14,,http://www.anrdoezrs.net/click-749547-11662090?url=https://www.lowes.ca/product/drywall-screws/hillman-ft-drywall-sc-6x1-in-5lb-900901&sid=rfdcb,,Lowe's,2021-01-03T22:50:01,https://forums.redflagdeals.com/lowes-hillman-ft-drywall-sc-6x1-5lb-8-14-reg-27-99-2435331/
2,Amazon.ca  PD Charger AUKEY 36W 2-Port Foldable USB C Charger with 30W Power Delivery Wall Charger $25 TAXES INCLUDED,25.00,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https://www.amazon.ca/dp/B0854B1HTB/?coliid=I2OHBWNNI3QM2O&colid=22CJEFO6CUM9V&psc=1&ref_=lv_ov_lig_dp_it&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2021-01-03T22:50:01,https://forums.redflagdeals.com/amazon-ca-pd-charger-aukey-36w-2-port-foldable-usb-c-charger-30w-power-delivery-wall-charger-25-taxes-included-2435325/
3,Home Depot  Stanley FATMAX 23-in. Structural Foam Toolbox - Clearance for $19.98 (33% off),19.98,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/stanley-fatmax-23-inch-structural-foam-box/1000667544,,Home Depot,2021-01-03T22:50:01,https://forums.redflagdeals.com/home-depot-stanley-fatmax-23-structural-foam-toolbox-clearance-19-98-33-off-2434638/
4,"Dell  ❆[12.26]❆ Dell 15"" 4500U - USB-C DP 4K60 + 65W PD - $679.99 ($611.99 Unidays) [$550.79 Unidays/NewAcct+Rk] [Hot]",649,,http://www.anrdoezrs.net/click-749547-12105225?url=https://www.dell.com/en-ca/shop/dell-laptops/new-inspiron-15-5000-laptop-amd/spd/inspiron-15-5505-laptop/ni155000_sb_s103e&sid=rfdcb,,Dell,2021-01-03T22:50:01,https://forums.redflagdeals.com/dell-12-26-dell-15-4500u-usb-c-dp-4k60-65w-pd-679-99-611-99-unidays-550-79-unidays-newacct-rk-hot-2387232/
5,"Lenovo Canada  Thinkpad E14 Gen 2 - $778.05 - Ryzen 7 4700u, 8gb RAM, 256ssd, 14"" 1080p IPS screen $778.05",778.05,,http://lenovo.evyy.net/c/341376/225728/3899?u=https://www.lenovo.com/ca/en/workperksca/laptops/thinkpad/thinkpad-e-series/ThinkPad-E14-Gen2-AMD/p/22TPE14E4A2,,Lenovo Canada,2021-01-03T22:50:01,https://forums.redflagdeals.com/lenovo-canada-thinkpad-e14-gen-2-778-05-ryzen-7-4700u-8gb-ram-256ssd-14-1080p-ips-screen-2434546/
6,Freedom Mobile  Boxing week! iPhone 11 ABSOLUTE $0 $55/20GB (extra $200 GC if you got it from Walmart),,,https://www.freedommobile.ca/en-CA,,Freedom Mobile,2021-01-03T22:50:01,https://forums.redflagdeals.com/freedom-mobile-boxing-week-iphone-11-absolute-0-55-20gb-extra-200-gc-if-you-got-walmart-2433410/
7,Bed Bath And Beyond  ZeroWater® 10-Cup Ready Pour™ Pitcher with Free Tds Meter,18.20,,http://www.dpbolvw.net/click-749547-13347068?url=https://www.bedbathandbeyond.ca/store/product/zerowater-reg-10-cup-ready-pour-trade-pitcher-with-free-water-quality-in-blue/5514138?skuId=69594027&mcid=PS_googlepla_nonbrand__&product_id=69594027&enginename=google&adpos=&creative=340470882360&device=m&matchtype=&network=g&utm_campaignid=71700000049805485&utm_adgroupid=58700004897637044&targetid=92700042348343448&gclid=EAIaIQobChMI98zMl52A7gIVF47ICh3niAwBEAQYASABEgLmhvD_BwE&gclsrc=aw.ds&sid=rfdcb,,Bed Bath And Beyond,2021-01-03T22:50:01,https://forums.redflagdeals.com/bed-bath-and-beyond-zerowater-10-cup-ready-pour-i-pitcher-free-tds-meter-2435251/
8,Lowe's  Hillman Ft Drywall Sc #6X1-in (5LB) $8.14 (Reg. $27.99),8.14,,http://www.anrdoezrs.net/click-749547-11662090?url=https://www.lowes.ca/product/drywall-screws/hillman-ft-drywall-sc-6x1-in-5lb-900901&sid=rfdcb,,Lowe's,2021-01-03T22:50:01,https://forums.redflagdeals.com/lowes-hillman-ft-drywall-sc-6x1-5lb-8-14-reg-27-99-2435331/
9,Amazon.ca  PD Charger AUKEY 36W 2-Port Foldable USB C Charger with 30W Power Delivery Wall Charger $25 TAXES INCLUDED,25.00,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https://www.amazon.ca/dp/B0854B1HTB/?coliid=I2OHBWNNI3QM2O&colid=22CJEFO6CUM9V&psc=1&ref_=lv_ov_lig_dp_it&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2021-01-03T22:50:01,https://forums.redflagdeals.com/amazon-ca-pd-charger-aukey-36w-2-port-foldable-usb-c-charger-30w-power-delivery-wall-charger-25-taxes-included-2435325/
10,Home Depot  Stanley FATMAX 23-in. Structural Foam Toolbox - Clearance for $19.98 (33% off),19.98,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/stanley-fatmax-23-inch-structural-foam-box/1000667544,,Home Depot,2021-01-03T22:50:01,https://forums.redflagdeals.com/home-depot-stanley-fatmax-23-structural-foam-toolbox-clearance-19-98-33-off-2434638/
11,"Dell  ❆[12.26]❆ Dell 15"" 4500U - USB-C DP 4K60 + 65W PD - $679.99 ($611.99 Unidays) [$550.79 Unidays/NewAcct+Rk] [Hot]",649,,http://www.anrdoezrs.net/click-749547-12105225?url=https://www.dell.com/en-ca/shop/dell-laptops/new-inspiron-15-5000-laptop-amd/spd/inspiron-15-5505-laptop/ni155000_sb_s103e&sid=rfdcb,,Dell,2021-01-03T22:50:01,https://forums.redflagdeals.com/dell-12-26-dell-15-4500u-usb-c-dp-4k60-65w-pd-679-99-611-99-unidays-550-79-unidays-newacct-rk-hot-2387232/
12,"Lenovo Canada  Thinkpad E14 Gen 2 - $778.05 - Ryzen 7 4700u, 8gb RAM, 256ssd, 14"" 1080p IPS screen $778.05",778.05,,http://lenovo.evyy.net/c/341376/225728/3899?u=https://www.lenovo.com/ca/en/workperksca/laptops/thinkpad/thinkpad-e-series/ThinkPad-E14-Gen2-AMD/p/22TPE14E4A2,,Lenovo Canada,2021-01-03T22:50:01,https://forums.redflagdeals.com/lenovo-canada-thinkpad-e14-gen-2-778-05-ryzen-7-4700u-8gb-ram-256ssd-14-1080p-ips-screen-2434546/
13,Freedom Mobile  Boxing week! iPhone 11 ABSOLUTE $0 $55/20GB (extra $200 GC if you got it from Walmart),,,https://www.freedommobile.ca/en-CA,,Freedom Mobile,2021-01-03T22:50:01,https://forums.redflagdeals.com/freedom-mobile-boxing-week-iphone-11-absolute-0-55-20gb-extra-200-gc-if-you-got-walmart-2433410/
14,[Multiple Places] *HOT!* Black Friday/Boxing Day Deal - Sony WH-1000XM4 Wireless ANC Headset - $349.99 ($150 off),349.99,,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/sony-over-ear-noise-cancelling-bluetooth-headphones-wh-1000xm4-b-black/14777258,,Multiple Places,2021-01-03T22:50:01,https://forums.redflagdeals.com/multiple-places-hot-black-friday-boxing-day-deal-sony-wh-1000xm4-wireless-anc-headset-349-99-150-off-2418610/
15,Costco  TCL 50/55” 4K HDR Roku Smart TV 50S533CA/55S533CA $439.99/$489.99,439.99,,https://www.costco.ca/tcl-50-in.-4k-hdr-roku-smart-tv-50s533ca.product.100665649.html,,Costco,2021-01-03T22:50:01,https://forums.redflagdeals.com/costco-tcl-50-55-c-4k-hdr-roku-smart-tv-50s533ca-55s533ca-439-99-489-99-2432632/
16,Amazon.ca  Amazon Ooma home phone service bundle $79.99 (+eco fees) $50 OFF--- $5 to $10/month home phone,79.99,,https://www.costco.ca/ooma-telo-home-phone-service-bundle.product.100138378.html,,Amazon.ca,2021-01-03T22:50:01,https://forums.redflagdeals.com/amazon-ca-amazon-ooma-home-phone-service-bundle-79-99-eco-fees-50-off-5-10-month-home-phone-2432415/
17,The Source  Ezviz DB1 camera doorbell $99/$109,109,,http://www.dpbolvw.net/click-749547-10797598?url=https://www.thesource.ca/en-ca/smart-home-household/security-surveillance/all-security-surveillance/ezviz-db1-wired-smart-3mp-wi-fi-video-doorbell-with-180-degree-vertical-field-of-view/p/108082967&sid=rfdcb,,The Source,2021-01-03T22:50:01,https://forums.redflagdeals.com/the-source-ezviz-db1-camera-doorbell-99-109-2432722/
18,Home Depot  Husky 16-inch Tool Storage Box - $6.98,6.98,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/husky-16-inch-tool-storage-box-with-metal-latch/1001071635,,Home Depot,2021-01-03T22:50:01,https://forums.redflagdeals.com/home-depot-husky-16-inch-tool-storage-box-6-98-2434495/
19,Amazon.ca  $17.01 Casio Men's F-91WM-1BCF Classic Digital Display Quartz Black Watch,17.01,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https://www.amazon.ca/Casio-F-91WM-1BCF-Classic-Digital-Display/dp/B07C9F8XLL/ref=asc_df_B07C9F8XLL/?tag=googleshopc0c-20&linkCode=df0&hvadid=292997127069&hvpos=&hvnetw=g&hvrand=15324901722796339864&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9000904&hvtargid=pla-553951542129&psc=1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2021-01-03T22:50:01,https://forums.redflagdeals.com/amazon-ca-17-01-casio-mens-f-91wm-1bcf-classic-digital-display-quartz-black-watch-2435335/
20,FREE Lily's Chocolate 85g,Free,,https://www.greenfreshmarketing.ca/lilys-samples,,,2021-01-03T22:50:01,https://forums.redflagdeals.com/free-lilys-chocolate-85g-2435318/
21,Home Depot  YMMV Milwaukee M18 18V Lithium-Ion Compact Brushless Cordless 1/2-Inch Drill/Driver Kit W/ (1) 2.0 Ah Battery $99,99,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-compact-brushless-cordless-1-2-inch-drill-driver-kit-w-1-2-0-ah-battery/1001185128,,Home Depot,2021-01-03T22:50:01,https://forums.redflagdeals.com/home-depot-ymmv-milwaukee-m18-18v-lithium-ion-compact-brushless-cordless-1-2-inch-drill-driver-kit-w-1-2-0-ah-battery-99-2435304/
22,Princess Auto  36 Inch Blackstone Griddle Cooking Station $399.00,399.00,,https://www.princessauto.com/en/product/PA0008875759?utm_source=bronto&utm_medium=email&utm_term=&utm_content=&utm_campaign=price+wrecker+january+2021&contact_eid=0dbc2f4d-52fb-4cf7-ae8e-b25c3126f355&_bta_tid=20319820555476431913601810817476408962219685369809471897799729998263723177308554466200392079473615103239&_bta_c=3avsnd1p1w8w005ne3faa0pas92va,,Princess Auto,2021-01-03T22:50:01,https://forums.redflagdeals.com/princess-auto-36-inch-blackstone-griddle-cooking-station-399-00-2434616/
23,"Sony Online Entertainment  January’s PlayStation Plus games: Maneater, Shadow of the Tomb Raider, and Greedfall",,,https://blog.playstation.com/2020/12/30/januarys-playstation-plus-games-maneater-shadow-of-the-tomb-raider-and-greedfall/,,Sony Online Entertainment,2021-01-03T22:50:01,https://forums.redflagdeals.com/sony-online-entertainment-january-cus-playstation-plus-games-maneater-shadow-tomb-raider-greedfall-2434136/
24,"Costco  (Warm) Sony x900h 65"" TV - $1498 back in stock",1498,,https://www.costco.ca/.product.9199065.html,,Costco,2021-01-03T22:50:01,https://forums.redflagdeals.com/costco-warm-sony-x900h-65-tv-1498-back-stock-2432361/
25,Staples  ASUS RT-AX86U $279.99,279.99,,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2990838-en-asus-rt-ax86uca-ax5700-dual-band-wifi-6-gaming-router,,Staples,2021-01-03T22:50:01,https://forums.redflagdeals.com/staples-asus-rt-ax86u-279-99-2433839/
26,Newegg  QNAP TS-230 2 Bay NAS - $179,179,,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=44589&murl=https://www.newegg.ca/qnap-ts-230/p/14P-000R-003S4?Description=ts-230&cm_re=ts-230-_-14P-000R-003S4-_-Product&u1=rfdcb,,Newegg,2021-01-03T22:50:01,https://forums.redflagdeals.com/newegg-qnap-ts-230-2-bay-nas-179-2434109/
27,Costco  LG 55” OLED CX Series - $1889,1889,,http://In-Store Only,,Costco,2021-01-03T22:50:01,https://forums.redflagdeals.com/costco-lg-55-c-oled-cx-series-1889-2413953/
28,Lowe's  First Alert Battery-Powered 10-Year Combination Smoke/Carbon Monoxide Detector $24.99 (Reg. 58.99) Dec. 31-Jan. 6,24.99,,http://www.jdoqocy.com/click-749547-11662090?url=https://www.lowes.ca/product/combination-smoke-carbon-monoxide-detectors/first-alert-battery-powered-10-year-combination-smoke-and-carbon-monoxide-detector-with-voice-alert-2489649?af=2300&sid=rfdcb,,Lowe's,2021-01-03T22:50:01,https://forums.redflagdeals.com/lowes-first-alert-battery-powered-10-year-combination-smoke-carbon-monoxide-detector-24-99-reg-58-99-dec-31-jan-6-2434115/
29,Metro  Selection Windshield Washer -40C (4pk) $3.99 In-app offer (Jan. 2-6),3.99,,https://www.metro.ca/en/online-grocery/flyer,,Metro,2021-01-03T22:50:01,https://forums.redflagdeals.com/metro-selection-windshield-washer-40c-4pk-3-99-app-offer-jan-2-6-2434623/
30,Amazon.ca  Italpasta Elbows Club Pack 2.27Kg (add-on item) $2.00,2.00,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https://www.amazon.ca/dp/B00KQBYCJI&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2021-01-03T22:50:01,https://forums.redflagdeals.com/amazon-ca-italpasta-elbows-club-pack-2-27kg-add-item-2-00-2435241/
31,Golf Town  TAYLORMADE Project (s) Golf Balls - White 12 $14.99,14.99,,http://www.pjatr.com/t/8-11420-58025-153326?url=https://www.golftown.com/en-CA/balls/golf-balls/project-s-golf-balls---white-40004450.html?dwvar_40004450_color=WHT&cgid=18-golf-balls&affiliate_id=58025&click_id=3432184453&clickId=3432184453&utm_source=pepperjam&utm_medium=affiliate#srule=price-low-to-high&start=1&sz=12&website=133845&sid=rfdcb,,Golf Town,2021-01-03T22:50:01,https://forums.redflagdeals.com/golf-town-taylormade-project-s-golf-balls-white-12-14-99-2434811/
